법률분류,기본질문,기본답변
주택·상가임대차>상가임대차>경매절차와최우선변제권(소액임차인)>Ⅰ.소액보증금의최우선변제권,"甲은 2016년 2월 서울 소재 乙 소유 상가건물의 5층 일부를 보증금 6,000만원에 1년간 임차하기로 하는 상가임대차계약을 체결하고 출판 영업을 하고 있습니다. 甲은 입점 후 출판영업을 위한 사업자등록신청은 하였으나 확정일자를 미처 받지 못하였습니다. 만일, 위 임차건물의 선순위 저당권자가 경매신청을 한다면 甲의 임차보증금 4,000만원은 보호받을 수 있는지요? 주변 사람들이 甲의 임차보증금액은 소액이라서 최우선변제권이 인정된다고 하는데 그것이 무슨 말인지요?","소액임차인의 최우선변제권이란 임차건물에 대한 경매신청기입등기가 되기 전에 건물의 인도(입점)와 사업자등록을 신청하였고, 임차보증금이 「상가건물임대차보호법시행령」이 정하는 소액인 경우에 해당된다면 임차건물이 경매되더라도 임차보증금을 건물 매각대금의 1/2 범위 내에서 순위와 관계없이 다른 담보물권자보다 우선하여 최우선적으로 배당받을 수 있는 권리를 말합니다.이러한 소액임차인의 범위, 보증금 중 일정액의 범위와 기준은 당해 지역의 경제여건, 보증금 및 차임 등을 고려하여 「상가건물임대차보호법시행령」으로 규정하도록 하고 있습니다. 이와 관련하여 먼저, 「상가건물임대차보호법」 제3조 제1항은 “임대차는 그 등기가 없는 경우에도 임차인이 건물의 인도와 부가가치세법 제5조, 소득세법 제168조 또는 법인세법 제111조의 규정에 의한 사업자등록을 신청한 때에는 그 다음 날부터 제3자에 대하여 효력이 생긴다.”라고 규정하고 있고, 보증금 중 일정액의 보호에 관하여 같은 법 제14조는 “①임차인은 보증금중 일정액을 다른 담보물권자보다 우선하여 변제받을 권리가 있다. 이 경우 임차인은 건물에 대한 경매신청의 등기 전에 제3조 제1항의 요건을 갖추어야 한다. ③제1항의 규정에 의하여 우선변제를 받을 임차인 및 보증금 중 일정액의 범위와 기준은 임대건물가액(임대인 소유의 대지 가액을 포함한다)의 2분의 1의 범위안에서 당해 지역의 경제여건, 보증금 및 차임 등을 고려하여 대통령령으로 정한다.”라고 규정하고 있습니다.또한, 우선변제를 받을 임차인의 범위에 관하여 같은 법 시행령 제6조는 “법 제14조의 규정에 의하여 우선변제를 받을 임차인은 보증금과 차임이 있는 경우 법 제2조 제2항의 규정에 의하여 환산한 금액의 합계가 다음 각 호의 구분에 의한 금액 이하인 임차인으로 한다. 1.서울특별시 : 6천500만원 2.수도권정비계획법에 의한 수도권중 과밀억제권역(서울특별시를 제외한다) : 5천500만원 3.광역시(수도권정비계획법에 의한  과밀억제권역에 포함된 지역과 군지역을 제외한다), 안산, 용인, 김포 및 광주 : 3천800만원 4.그 밖의 지역 : 3천만원”이라고 규정하고 있고, 우선변제를 받을 보증금의 범위 등에 관하여 같은 법 시행령 제7조는 “①법 제14조의 규정에 의하여 우선변제를 받을 보증금중 일정액의 범위는 다음 각 호의 구분에 의한 금액 이하로 한다. 1.서울특별시 : 2천200만원 2.수도권정비계획법에 의한 수도권 중 과밀억제권역(서울특별시를 제외한다) : 1천900만원3.광역시(수도권정비계획법에 의한  과밀억제권역에 포함된 지역과 군지역을 제외한다), 안산, 용인, 김포 및 광주 : 1천300만원 4.그 밖의 지역 : 1천만원 ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해당하는 금액에 한하여 우선변제권이 있다. ③하나의 상가건물에 임차인이 2인 이상이고, 그 각 보증금중 일정액의 합산액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 그 각 보증금중 일정액의 합산액에 대한 각 임차인의 보증금중 일정액의 비율로 그 상가건물의 가액의 2분의 1에 해당하는 금액을 분할한 금액을 각 임차인의 보증금중 일정액으로 본다.”라고 규정하고 있습니다.다만, 「상가건물임대차보호법」 시행일인 2002. 11. 1. 이전에 물권을 취득한 제3자에 대해서는 우선변제를 받을 수 없을 것입니다. 따라서 위 사안의 경우 위 임차건물이 경매된다면 귀하는 임차건물의 경매개시 전 대항력을 갖추고 있으면서 보증금이 6,500만원으로서 서울 소재 소액임차인에 해당되므로 임차보증금 중 2,200만원을 한도로 최우선변제권이 인정될 것으로 보입니다. "
주택·상가임대차>상가임대차>경매절차와최우선변제권(소액임차인)>Ⅰ.소액보증금의최우선변제권,나대지에 대한 제3자의 저당권이 설정된 후에 나대지 소유자가 신축한 상가를 그 소유자로부터 임차한 경우에 나대지의 경매절차에서 저당권자에 우선하여 소액임차인 최우선변제를 받을 수 있을까요?,"우리 대법원은 주택임대차보호법과 관련하여 “대지에 관한 저당권 설정 후에 비로소 건물이 신축되고 그 신축건물에 대하여 다시 저당권이 설정된 후 대지와 건물이 일괄 경매된 경우, 주택임대차보호법 제3조의2 제2항의 확정일자를 갖춘 임차인 및 같은 법 제8조 제3항의 소액임차인은 대지의 환가대금에서는 우선하여 변제를 받을 권리가 없다고 하겠지만, 신축건물의 환가대금에서는 확정일자를 갖춘 임차인이 신축건물에 대한 후순위권리자보다 우선하여 변제받을 권리가 있다”고 판시하였습니다(대법원 2010. 6. 10. 선고 2009다101275 판결).  따라서 위 대법원 법리가 비록 주택임대차보호법과 관련한 것이라 하여도 상가임대차보호법에도 유사한 법리가 적용될 수 있음을 고려하면 나대지에 저당권이 설정된 후 신축된 상가를 임차한 소액임차인은 위 토지의 경매절차에서는 저당권자보다 우선하여 최우선변제를 받을 수는 없고, 다만 상가의 경매대금에 대해서는 최우선변제를 받을 수 있을 것으로 보입니다."
주택·상가임대차>상가임대차>경매절차와최우선변제권(소액임차인)>Ⅰ.소액보증금의최우선변제권,상가를 임차하고 있는 중에 임대차보증금의 증감?변동이 있는 경우에 언제를 기준으로 소액임차인으로 최우선변제권을 행사할 수 있는지를 판단하게 되는 것인가요?,"우리 대법원은 주택임대차보호법과 관련하여 “임대차관계가 지속되는 동안 임대차보증금의 증감ㆍ변동이 있는 경우, 소액임차인에 해당하는지 여부의 판단시점은 원칙적으로 배당시로 봄이 상당하고, 따라서 처음 임대차계약을 체결할 당시 임대차보증금의 액수가 적어서 소액임차인에 해당한다고 하더라도 그 후 갱신과정에서 증액되어 그 한도를 초과하면 더 이상 소액임차인에 해당하지 않게 되고, 반대로 처음에는 임대차보증금의 액수가 많아 소액임차인에 해당하지 않는다 하더라도 그 후 갱신과정에서 감액되어 한도 이하로 되었다면 소액임차인에 해당한다.”라고 판시하였습니다(대구지방법원 2004. 3. 31. 선고 2003가단13401 판결).  따라서 위 대법원 법리가 비록 주택임대차보호법과 관련한 것이라 하여도 상가임대차보호법에도 유사한 법리가 적용될 수 있음을 고려하면 경매대금의 배당시의 보증금 액수를 기준으로 소액임차인에 해당하는지를 판단하게 될 것으로 보입니다."
주택·상가임대차>상가임대차>경매절차와최우선변제권(소액임차인)>Ⅰ.소액보증금의최우선변제권,임대차관계가 지속되는 동안 임대차보증금이 증감 변동된 경우 소액임차인 해당여부,귀하가 처음 상가임대차계약을 체결할 당시 임대차보증금 액수가 적어 소액임차인에 해당되었다 하더라도 그 후 보증금이 증액되어 그 한도를 초과하면 더 이상 소액임차인에 해당되지 않게 됩니다.
주택·상가임대차>상가임대차>경매절차와최우선변제권(소액임차인)>Ⅰ.소액보증금의최우선변제권,처음 상가임대차 계약을 체결할 때 보증금 액수가 많아 소액임차인 요건에 해당하지 않았으나 그 후 새로 임대차계약을 하여 보증금을 감액하여 소액임차인 요건에 해당하는 액수가 된 경우 최우선변제권을 행사할 수 있나요?,"우리 대법원은 주택임대차보호법과 관련하여 “실제 임대차계약의 주된 목적이 주택을 사용·수익하려는 것인 이상, 처음 임대차계약을 체결할 당시에는 보증금액이 많아 주택임대차보호법상 소액임차인에 해당하지 않았지만 그 후 새로운 임대차계약에 의하여 정당하게 보증금을 감액하여 소액임차인에 해당하게 되었다면, 그 임대차계약이 통정허위표시에 의한 계약이어서 무효라는 등의 특별한 사정이 없는 한 그러한 임차인은 같은 법상 소액임차인으로 보호받을 수 있다.”고 판시하였습니다(대법원 2008. 5. 15. 선고 2007다23203 판결).  따라서 위 대법원 법리가 비록 주택임대차보호법과 관련한 것이라 하여도 상가임대차보호법에도 유사한 법리가 적용될 수 있음을 고려하면 새로운 임대차계약이 통정허위표시에 해당한다는 등의 사정이 없는 한 감액된 보증금액수에 따라 소액임차인으로서 최우선변제권을 행사할 수 있을 것으로 보입니다."
주택·상가임대차>상가임대차>경매절차와확정일자부우선변제권>Ⅰ.우선변제권요건,당초에 임대차계약을 체결하면서 확정일자를 부여받았다고 하더라도 임차보증금을 올리기로 임대차계약을 갱신하면 다시 갱신한 임대차계약서에 확정일자를 받아야 하는가요?,갱신한 임대차계약서에 확정일자를 받아야 합니다. 당초에 확정     일자를 받아 놓은 후에 다시 임대차계약을 갱신하면서 임차보증     금을 증액할 경우에는 갱신한 임대차계약서에 확정일자를 받아야     인상된 임차보증금의 우선변제를 받을 수 있다는 판결이 있습니     다. ※ 주의 : 임대차계약을 갱신하면서 별도의 계약서를 작성할 경우 종전의         계약서를 폐기하지 마시고 꼭 보관하십시오.
주택·상가임대차>상가임대차>경매절차와확정일자부우선변제권>Ⅰ.우선변제권요건,"사업자등록을 하지 않거나, 사업자 등록이 불가능한 경우, 상가경매로 인한 보증금 법적 우선보호 가능 여부",사업자등록이 되어 있지 않다면 상가건물임대차보호법에 따른 우선변제권이 인정되지 않습니다.
주택·상가임대차>상가임대차>경매절차와확정일자부우선변제권>Ⅰ.우선변제권요건,상가건물 임대차보호법 제5조 제2항 공매의 의미,"판례는 "" 상가건물 임대차보호법 제5조 제2항 에서 말하는 국세징수법에 의한 공매란 민사집행법상의 경매에 대응하는 개념으로 사용된 것으로 국세체납처분절차 중의 환가의 한 방법만을 뜻하는 것이 아니라 국세체납처분절차를 포괄적으로 지칭하는 것으로서 국세징수법의 체납처분의 예에 의하여 임차건물을 체납처분하는 모든 경우를 포함한다. 따라서 같은 법 제14조 제1항 후문에서 말하는 ‘경매신청의 등기’란 국세징수법에 의한 공매에 있어서는 조세채권의 내용을 실현하고 그 만족을 얻기 위한 체납처분의 최초의 절차로서 납세자의 특정재산을 강제적으로 확보하기 위하여 처분을 금지하는 ‘체납처분에 의한 압류등기’를 뜻하는 것으로 해석함이 상당하고, 공매대상 재산의 매수 수요를 유발하여 고가의 매수청약을 유인하는 것에 불과한 ‘압류재산공매공고’를 뜻하는 것은 아니다. ""고 판단하고 있습니다. 따라서 체납처분에 의한 압류등기 전까지 대항력을 갖추어야 보증금 중 일정액을 우선변제받을 수 있는 것으로 보입니다."
주택·상가임대차>상가임대차>경매절차와확정일자부우선변제권>Ⅰ.우선변제권요건,상가건물에 공매가 진행되는 경우 임차인은 언제까지 대항력을 갖추어야 우선변제권을 행사할 수 있나요,체납처분에 의한 압류등기 전까지 대항력을 갖추어야 보증금 중 일정액을 우선변제 받을 수 있는 것으로 보입니다.
주택·상가임대차>상가임대차>경매절차와확정일자부우선변제권>Ⅰ.우선변제권요건,상가경매로 인한 보증금 법적 우선보호 가능 여부,"상가건물임대차 보호법상 우선변제는 제5조 제2항에서 제3조제1항의 대항요건을 갖추고 관할 세무서장으로부터 임대차계약서상의 확정일자를 받은 임차인은 「민사집행법」에 따른 경매 또는 「국세징수법」에 따른 공매 시 임차건물(임대인 소유의 대지를 포함한다)의 환가대금에서 후순위권리자나 그 밖의 채권자보다 우선하여 보증금을 변제받을 권리가 있다고 규정하고 있습니다. 그리고 다시 제3조(대항력 등) 제1항은 임대차는 그 등기가 없는 경우에도 임차인이 건물의 인도와 「부가가치세법」 제8조, 「소득세법」 제168조 또는 「법인세법」 제111조에 따른 사업자등록을 신청하면 그 다음 날부터 제3자에 대하여 효력이 생긴다고 하고 있습니다. 따라서 우선변제를 받기 위해서는 건물의 인도와 사업자등록 및 확정일자등이 그 요건이라고 할 것입니다. "
